site15 CFKADS2218   75  98.0800  98.1220  2025   98   2   435.57     0.27  0.0271   2053.4    17.14   0.150   128.8    7.8   0.833    1241  1  0.040
site15 CFKADS2218   75  98.1220  98.1630  2025   98   3   436.18     0.14  0.0271   2086.8    16.52   0.150   138.4    5.8   0.833    1540  1  0.040
site15 CFKADS2218   75  98.1630  98.2050  2025   98   4   436.33     0.24  0.0271   2058.5    12.57   0.150   131.4    6.3   0.833    1545  1  0.040
site15 CFKADS2218   75  98.2050  98.2470  2025   98   5   435.78     0.13  0.0271   2037.9     0.74   0.150   125.8    5.2   0.833    1544  1  0.040
site15 CFKADS2218   75  98.2470  98.2880  2025   98   6   435.79     0.15  0.0271   2038.1     0.34   0.150   124.7    5.4   0.833    1545  1  0.040
site15 CFKADS2218   75  98.2880  98.3300  2025   98   7   436.06     0.21  0.0271   2037.8     0.87   0.150   127.0    5.6   0.833    1544  1  0.040
site15 CFKADS2218   75  98.3300  98.3720  2025   98   8   435.18     0.21  0.0271   2032.4     1.07   0.150   124.5    5.5   0.833    1547  1  0.040
site15 CFKADS2218   75  98.3720  98.4130  2025   98   9   435.03     0.13  0.0271   2031.2     0.37   0.150   123.2    5.4   0.833    1576  1  0.040
site15 CFKADS2218   75  98.4130  98.4550  2025   98  10   434.97     0.13  0.0271   2030.8     0.59   0.150   122.0    5.5   0.833    1540  1  0.040
site15 CFKADS2218   75  98.4550  98.4970  2025   98  11   435.77     0.39  0.0271   2034.6     1.34   0.150   124.3    5.7   0.833    1536  1  0.040
site15 CFKADS2218   75  98.4970  98.5380  2025   98  12   437.07     0.24  0.0271   2036.2     0.60   0.150   130.0    5.6   0.833    1553  1  0.040
site15 CFKADS2218   75  98.5380  98.5800  2025   98  13   436.36     0.30  0.0271   2033.0     1.00   0.150   128.9    5.4   0.833    1542  1  0.040
site15 CFKADS2218   75  98.5800  98.6220  2025   98  14   435.72     0.30  0.0271   2031.9     0.34   0.150   128.1    5.3   0.833    1584  1  0.040
site15 CFKADS2218   75  98.6220  98.6630  2025   98  15   434.91     0.23  0.0271   2030.6     0.47   0.150   127.1    5.5   0.833    1534  1  0.040
site15 CFKADS2218   75  98.6630  98.7050  2025   98  16   434.42     0.26  0.0271   2032.8     4.44   0.150   125.9    5.2   0.833    1591  1  0.040
site15 CFKADS2218   75  98.7050  98.7470  2025   98  17   434.43     0.20  0.0271   2051.5     8.82   0.150   124.9    5.4   0.833    1613  1  0.040
site15 CFKADS2218   75  98.7470  98.7880  2025   98  18   434.18     0.20  0.0271   2036.8     9.01   0.150   125.8   16.6   0.833    1618  1  0.040
site15 CFKADS2218   75  98.7880  98.8300  2025   98  19   434.18     0.27  0.0271   2038.8     1.19   0.150   128.4   25.2   0.833    1606  1  0.040
site15 CFKADS2218   75  98.8300  98.8720  2025   98  20   434.26     0.29  0.0271   2034.7     1.30   0.150   125.4    5.4   0.833    1602  1  0.040
site15 CFKADS2218   75  98.8720  98.9130  2025   98  21   434.44     0.33  0.0271   2033.1     0.75   0.150   129.2    6.3   0.833    1562  1  0.040
site15 CFKADS2218   75  98.9130  98.9550  2025   98  22   434.29     0.20  0.0271   2033.7     1.36   0.150   127.0    5.5   0.833    1575  1  0.040
site15 CFKADS2218   75  98.9550  98.9970  2025   98  23   434.19     0.18  0.0271   2030.8     0.74   0.150   126.0    5.5   0.833    1597  1  0.040
site15 CFKADS2218   75  98.9970  99.0380  2025   99   0   434.35     0.17  0.0279   2031.3     0.44   0.150   129.3    5.5   0.843    1626  1  0.040
site15 CFKADS2218   75  99.0380  99.0800  2025   99   1   434.79     0.18  0.0279   2036.3     1.45   0.150   131.6    5.6   0.843    1273  1  0.040
site15 CFKADS2218   75  99.0800  99.1220  2025   99   2   435.15     0.34  0.0279   2043.5    10.46   0.150   131.3    5.8   0.843    1594  1  0.040
site15 CFKADS2218   75  99.1220  99.1630  2025   99   3   435.85     0.59  0.0279   2047.4    12.68   0.150   136.1    6.8   0.843    1586  1  0.040
site15 CFKADS2218   75  99.1630  99.2050  2025   99   4   435.74     0.21  0.0279   2038.4     3.47   0.150   135.3    5.7   0.843    1593  1  0.040
site15 CFKADS2218   75  99.2050  99.2470  2025   99   5   435.76     0.43  0.0279   2040.7    10.13   0.150   138.2    9.5   0.843    1597  1  0.040
site15 CFKADS2218   75  99.2470  99.2880  2025   99   6   435.01     0.23  0.0279   2038.2     2.35   0.150   133.1    5.5   0.843    1583  1  0.040
site15 CFKADS2218   75  99.2880  99.3300  2025   99   7   436.84     3.08  0.0279   2040.6     1.26   0.150   136.2    5.5   0.843    1587  1  0.040
site15 CFKADS2218   75  99.3300  99.3720  2025   99   8   435.65     0.20  0.0279   2043.5     5.75   0.150   135.1    5.4   0.843    1592  1  0.040
site15 CFKADS2218   75  99.3720  99.4130  2025   99   9   436.71     0.53  0.0279   2060.0    14.04   0.150   137.9    5.5   0.843    1576  1  0.040
site15 CFKADS2218   75  99.4130  99.4550  2025   99  10   438.02     0.48  0.0279   2056.3    12.55   0.150   143.0    5.4   0.843    1557  1  0.040
site15 CFKADS2218   75  99.4550  99.4970  2025   99  11   439.61     0.57  0.0279   2060.2     9.36   0.150   149.1    5.8   0.843    1557  1  0.040
site15 CFKADS2218   75  99.4970  99.5380  2025   99  12   440.82     0.80  0.0279   2059.6     8.31   0.150   153.9    6.2   0.843    1589  1  0.040
site15 CFKADS2218   75  99.5380  99.5800  2025   99  13   442.37     0.50  0.0279   2057.7     5.15   0.150   154.3    6.5   0.843    1587  1  0.040
site15 CFKADS2218   75  99.5800  99.6220  2025   99  14   443.09     1.53  0.0279   2051.8     2.26   0.150   145.2    5.9   0.843    1580  1  0.040
site15 CFKADS2218   75  99.6220  99.6630  2025   99  15   443.09     1.68  0.0279   2048.8     2.41   0.150   142.3    5.3   0.843    1597  1  0.040
site15 CFKADS2218   75  99.6630  99.7050  2025   99  16   438.39     0.42  0.0279   2054.6     4.26   0.150   142.3    5.8   0.843    1577  1  0.040
site15 CFKADS2218   75  99.7050  99.7470  2025   99  17   438.19     0.35  0.0279   2061.2     1.21   0.150   143.2    6.2   0.843    1581  1  0.040
site15 CFKADS2218   75  99.7470  99.7880  2025   99  18   438.65     0.78  0.0279   2058.8     2.66   0.150   147.4    6.3   0.843    1539  1  0.040
site15 CFKADS2218   75  99.7880  99.8300  2025   99  19   436.92     0.16  0.0279   2064.6     3.59   0.150   148.8    5.5   0.843    1533  1  0.040
site15 CFKADS2218   75  99.8300  99.8720  2025   99  20   437.55     0.33  0.0279   2064.1     2.66   0.150   156.1    6.1   0.843    1548  1  0.040
site15 CFKADS2218   75  99.8720  99.9130  2025   99  21   439.81     0.58  0.0279   2081.9     5.07   0.150   172.0    6.5   0.843    1551  1  0.040
site15 CFKADS2218   75  99.9130  99.9550  2025   99  22   438.18     0.33  0.0279   2070.9     2.20   0.150   172.4    5.5   0.843    1562  1  0.040
site15 CFKADS2218   75  99.9550  99.9970  2025   99  23   437.52     0.27  0.0279   2064.0     1.92   0.150   166.6    5.9   0.843    1559  1  0.040
site15 CFKADS2218   75  99.9970  100.0380  2025  100   0   437.45     0.46  0.0272   2062.2     4.44   0.146   163.0    5.7   0.895    1217  1  0.040
site15 CFKADS2218   75  100.0380  100.0800  2025  100   1   437.48     0.75  0.0272   2059.0     1.36   0.146   164.9    5.9   0.895    1555  1  0.040
site15 CFKADS2218   75  100.0800  100.1220  2025  100   2   438.72     0.78  0.0272   2061.3     2.23   0.146   165.9    5.8   0.895    1566  1  0.040
site15 CFKADS2218   75  100.1220  100.1630  2025  100   3   438.42     0.52  0.0272   2065.4     3.05   0.146   160.0    6.2   0.895    1573  1  0.040
site15 CFKADS2218   75  100.1630  100.2050  2025  100   4   439.66     1.15  0.0272   2067.8     1.92   0.146   158.2    6.1   0.895    1567  1  0.040
site15 CFKADS2218   75  100.2050  100.2470  2025  100   5   439.30     0.92  0.0272   2066.5     3.78   0.146   159.1    5.6   0.895    1569  1  0.040
site15 CFKADS2218   75  100.2470  100.2880  2025  100   6   440.07     1.02  0.0272   2059.0     2.03   0.146   155.5    5.5   0.895    1577  1  0.040
site15 CFKADS2218   75  100.2880  100.3300  2025  100   7   439.36     0.67  0.0272   2058.0     0.93   0.146   150.3    5.7   0.895    1560  1  0.040
site15 CFKADS2218   75  100.3300  100.3720  2025  100   8   439.97     0.49  0.0272   2058.0     2.12   0.146   150.2    5.4   0.895    1580  1  0.040
site15 CFKADS2218   75  100.3720  100.4130  2025  100   9   439.70     0.62  0.0272   2067.0     3.35   0.146   150.7    5.5   0.895    1565  1  0.040
site15 CFKADS2218   75  100.4130  100.4550  2025  100  10   441.62     0.84  0.0272   2078.3     7.91   0.146   153.7    5.7   0.895    1589  1  0.040
site15 CFKADS2218   75  100.4550  100.4970  2025  100  11   445.60     2.82  0.0272   2135.2    69.39   0.146   173.6   17.8   0.895    1584  1  0.040
site15 CFKADS2218   75  100.4970  100.5380  2025  100  12   454.05     3.13  0.0272   2213.9    44.83   0.146   198.3    8.4   0.895    1601  1  0.040
site15 CFKADS2218   75  100.5380  100.5800  2025  100  13   458.40     2.98  0.0272   2179.2    48.87   0.146   209.3    7.7   0.895    1607  1  0.040
site15 CFKADS2218   75  100.5800  100.6220  2025  100  14   447.43     3.89  0.0272   2095.6    10.56   0.146   197.4   12.0   0.895    1627  1  0.040
site15 CFKADS2218   75  100.6220  100.6630  2025  100  15   441.83     0.72  0.0272   2087.3     2.47   0.146   182.8    6.9   0.895    1607  1  0.040
site15 CFKADS2218   75  100.6630  100.7050  2025  100  16   439.94     0.65  0.0272   2088.2     3.07   0.146   177.8    6.2   0.895    1618  1  0.040
site15 CFKADS2218   75  100.7050  100.7470  2025  100  17   437.08     0.83  0.0272   2076.6     2.51   0.146   166.1    7.1   0.895    1637  1  0.040
site15 CFKADS2218   75  100.7470  100.7880  2025  100  18   435.11     0.34  0.0272   2074.7     9.32   0.146   155.1    9.4   0.895    1656  1  0.050
site15 CFKADS2218   75  100.7880  100.8300  2025  100  19   434.74     0.28  0.0272   2058.1     1.90   0.146   149.6    9.8   0.895    1698  1  0.050
site15 CFKADS2218   75  100.8300  100.8720  2025  100  20   435.22     0.27  0.0272   2063.8     8.29   0.146   149.3    7.9   0.895    1746  1  0.050
site15 CFKADS2218   75  100.8720  100.9130  2025  100  21   435.83     0.38  0.0272   2060.3     2.64   0.146   150.4    8.6   0.895    1790  1  0.060
site15 CFKADS2218   75  100.9130  100.9550  2025  100  22   436.68     0.28  0.0272   2075.1     6.35   0.146   159.9   13.9   0.895    1822  1  0.060
site15 CFKADS2218   75  100.9550  100.9970  2025  100  23   436.95     0.20  0.0272   2065.0     4.15   0.146   152.9    6.8   0.895    1484  1  0.060
site15 CFKADS2218   75  100.9970  101.0380  2025  101   0   438.24     0.77  0.0266   2063.8     2.95   0.145   156.2    6.7   0.875    1827  1  0.060
site15 CFKADS2218   75  101.0380  101.0800  2025  101   1   440.16     0.62  0.0266   2075.1     2.34   0.145   163.8    5.9   0.875    1806  1  0.060
site15 CFKADS2218   75  101.0800  101.1220  2025  101   2   440.41     0.24  0.0266   2080.5     1.65   0.145   165.4    5.4   0.875    1778  1  0.050
site15 CFKADS2218   75  101.1220  101.1630  2025  101   3   441.34     0.33  0.0266   2075.1     2.60   0.145   169.7    6.7   0.875    1738  1  0.050
site15 CFKADS2218   75  101.1630  101.2050  2025  101   4   442.80     0.71  0.0266   2079.2     6.10   0.145   172.6    5.8   0.875    1683  1  0.050
site15 CFKADS2218   75  101.2050  101.2470  2025  101   5   442.60     0.90  0.0266   2086.4     3.06   0.145   167.9    6.9   0.875    1640  1  0.040
site15 CFKADS2218   75  101.2470  101.2880  2025  101   6   441.49     0.49  0.0266   2082.8     2.90   0.145   161.3    5.8   0.875    1620  1  0.040
site15 CFKADS2218   75  101.2880  101.3300  2025  101   7   441.89     1.03  0.0266   2081.8     6.46   0.145   162.2    5.6   0.875    1607  1  0.040
site15 CFKADS2218   75  101.3300  101.3720  2025  101   8   440.07     0.48  0.0266   2068.9     2.60   0.145   158.0    6.0   0.875    1592  1  0.040
site15 CFKADS2218   75  101.3720  101.4130  2025  101   9   439.48     0.35  0.0266   2063.7     0.81   0.145   149.7    5.9   0.875    1618  1  0.040
site15 CFKADS2218   75  101.4130  101.4550  2025  101  10   439.82     0.22  0.0266   2067.1     1.34   0.145   149.2    5.6   0.875    1582  1  0.040
site15 CFKADS2218   75  101.4550  101.4970  2025  101  11   441.27     0.59  0.0266   2078.7     3.40   0.145   153.8    6.0   0.875    1572  1  0.040
site15 CFKADS2218   75  101.4970  101.5380  2025  101  12   440.67     0.35  0.0266   2079.3     1.70   0.145   154.7    5.5   0.875    1601  1  0.040
site15 CFKADS2218   75  101.5380  101.5800  2025  101  13   440.43     0.19  0.0266   2083.4     1.10   0.145   156.1    5.6   0.875    1614  1  0.040
site15 CFKADS2218   75  101.5800  101.6220  2025  101  14   439.99     0.78  0.0266   2079.8     6.35   0.145   158.7    5.5   0.875    1581  1  0.040
site15 CFKADS2218   75  101.6220  101.6630  2025  101  15   437.07     0.35  0.0266   2056.4     3.32   0.145   148.4    5.8   0.875    1552  1  0.040
site15 CFKADS2218   75  101.6630  101.7050  2025  101  16   436.60     0.24  0.0266   2051.8     3.45   0.145   148.7    9.3   0.875    1600  1  0.040
site15 CFKADS2218   75  101.7050  101.7470  2025  101  17   436.11     0.29  0.0266   2044.2     1.79   0.145   143.9    6.0   0.875    1603  1  0.040
site15 CFKADS2218   75  101.7470  101.7880  2025  101  18   435.64     0.24  0.0266   2043.8     1.59   0.145   139.2    5.3   0.875    1564  1  0.040
site15 CFKADS2218   75  101.7880  101.8300  2025  101  19   435.86     0.26  0.0266   2047.7     1.76   0.145   140.0    5.5   0.875    1556  1  0.040
site15 CFKADS2218   75  101.8300  101.8720  2025  101  20   435.73     0.29  0.0266   2047.7     1.46   0.145   140.4    5.5   0.875    1532  1  0.040
site15 CFKADS2218   75  101.8720  101.9130  2025  101  21   435.85     0.35  0.0266   2047.6     3.52   0.145   138.5    5.6   0.875    1637  1  0.040
site15 CFKADS2218   75  101.9130  101.9550  2025  101  22   436.11     0.27  0.0266   2050.0     3.20   0.145   139.9    5.8   0.875    1281  1  0.040
site15 CFKADS2218   75  101.9550  101.9970  2025  101  23   436.25     0.12  0.0266   2053.8     3.47   0.145   142.3    5.3   0.875    1628  1  0.040
site15 CFKADS2218   75  101.9970  102.0380  2025  102   0   436.93     0.25  0.0267   2064.0    17.30   0.144   143.8    6.5   0.928    1624  1  0.040
site15 CFKADS2218   75  102.0380  102.0800  2025  102   1   437.19     0.38  0.0267   2048.9     1.69   0.144   148.7    6.0   0.928    1624  1  0.040
site15 CFKADS2218   75  102.0800  102.1220  2025  102   2   437.31     0.83  0.0267   2054.5    15.89   0.144   147.8    8.7   0.928    1658  1  0.040
site15 CFKADS2218   75  102.1220  102.1630  2025  102   3   440.53     0.84  0.0267   2070.8    20.13   0.144   151.9    6.5   0.928    1603  1  0.040
site15 CFKADS2218   75  102.1630  102.2050  2025  102   4   443.13     2.25  0.0267   2083.2    33.33   0.144   161.7    8.1   0.928    1565  1  0.040
site15 CFKADS2218   75  102.2050  102.2470  2025  102   5   439.40     0.50  0.0267   2058.8     1.94   0.144   151.8    5.5   0.928    1551  1  0.040
site15 CFKADS2218   75  102.2470  102.2880  2025  102   6   438.59     0.93  0.0267   2054.6     1.30   0.144   144.4    6.0   0.928    1617  1  0.040
site15 CFKADS2218   75  102.2880  102.3300  2025  102   7   438.45     1.45  0.0267   2054.5     0.97   0.144   142.5    5.3   0.928    1549  1  0.040
site15 CFKADS2218   75  102.3300  102.3720  2025  102   8   438.46     0.31  0.0267   2056.0     0.81   0.144   144.5    5.4   0.928    1568  1  0.040
site15 CFKADS2218   75  102.3720  102.4130  2025  102   9   438.33     0.22  0.0267   2054.7     0.76   0.144   143.2    5.6   0.928    1606  1  0.040
site15 CFKADS2218   75  102.4130  102.4550  2025  102  10   439.28     0.57  0.0267   2056.7     2.37   0.144   148.4    8.8   0.928    1567  1  0.040
site15 CFKADS2218   75  102.4550  102.4970  2025  102  11   438.68     0.64  0.0267   2054.0     1.76   0.144   143.4    5.9   0.928    1548  1  0.040
site15 CFKADS2218   75  102.4970  102.5380  2025  102  12   441.16     5.36  0.0267   2056.0     2.85   0.144   142.7    5.9   0.928    1577  1  0.040
site15 CFKADS2218   75  102.5380  102.5800  2025  102  13   440.91     1.26  0.0267   2062.6     2.74   0.144   169.1   12.2   0.928    1584  1  0.040
site15 CFKADS2218   75  102.5800  102.6220  2025  102  14   440.38     2.29  0.0267   2061.5     5.44   0.144   171.4   15.1   0.928    1632  1  0.040
site15 CFKADS2218   75  102.6220  102.6630  2025  102  15   437.23     0.17  0.0267   2062.0    10.92   0.144   148.3    6.3   0.928    1582  1  0.040
site15 CFKADS2218   75  102.6630  102.7050  2025  102  16   436.88     0.25  0.0267   2091.4     9.23   0.144   152.7    5.9   0.928    1576  1  0.040
site15 CFKADS2218   75  102.7050  102.7470  2025  102  17   436.43     0.41  0.0267   2069.3    15.18   0.144   152.6    7.1   0.928    1636  1  0.040
site15 CFKADS2218   75  102.7470  102.7880  2025  102  18   435.85     0.32  0.0267   2047.6     2.10   0.144   144.9    6.2   0.928    1609  1  0.040
site15 CFKADS2218   75  102.7880  102.8300  2025  102  19   435.07     0.34  0.0267   2044.2     2.07   0.144   144.0    5.8   0.928    1659  1  0.050
site15 CFKADS2218   75  102.8300  102.8720  2025  102  20   434.80     0.21  0.0267   2042.3     1.60   0.144   141.1    5.5   0.928    1704  1  0.050
site15 CFKADS2218   75  102.8720  102.9130  2025  102  21   434.66     0.19  0.0267   2047.6     6.94   0.144   140.3    5.8   0.928    1402  1  0.050
site15 CFKADS2218   75  102.9130  102.9550  2025  102  22   434.57     0.17  0.0267   2053.3     2.03   0.144   143.1    5.2   0.928    1773  1  0.050
site15 CFKADS2218   75  102.9550  102.9970  2025  102  23   434.74     0.15  0.0267   2053.6     2.83   0.144   144.2    5.4   0.928    1791  1  0.050
site15 CFKADS2218   75  102.9970  103.0380  2025  103   0   434.80     0.17  0.0267   2049.2     1.37   0.141   144.2    5.2   0.902    1801  1  0.050
site15 CFKADS2218   75  103.0380  103.0800  2025  103   1   434.71     0.07  0.0267   2047.0     1.92   0.141   143.6    5.2   0.902    1788  1  0.050
site15 CFKADS2218   75  103.0800  103.1220  2025  103   2   434.74     0.29  0.0267   2040.7     2.07   0.141   148.4    9.7   0.902    1773  1  0.050
site15 CFKADS2218   75  103.1220  103.1630  2025  103   3   435.47     0.58  0.0267   2045.8     7.99   0.141   166.3   33.9   0.902    1742  1  0.050
site15 CFKADS2218   75  103.1630  103.2050  2025  103   4   436.89     0.72  0.0267   2053.1     1.54   0.141   169.0    6.6   0.902    1697  1  0.050
site15 CFKADS2218   75  103.2050  103.2470  2025  103   5   439.65     3.05  0.0267   2053.3     1.86   0.141   158.4    7.0   0.902    1657  1  0.040
site15 CFKADS2218   75  103.2470  103.2880  2025  103   6   440.58     2.49  0.0267   2052.4     1.87   0.141   162.2    6.4   0.902    1608  1  0.040
site15 CFKADS2218   75  103.2880  103.3300  2025  103   7   438.13     0.86  0.0267   2058.9     3.19   0.141   159.2   10.0   0.902    1555  1  0.040
site15 CFKADS2218   75  103.3300  103.3720  2025  103   8   439.97     1.83  0.0267   2058.7     2.90   0.141   164.6    6.4   0.902    1558  1  0.040
site15 CFKADS2218   75  103.3720  103.4130  2025  103   9   452.34     7.29  0.0267   2063.6     4.34   0.141   166.4    6.2   0.902    1565  1  0.040
site15 CFKADS2218   75  103.4130  103.4550  2025  103  10   446.44     6.11  0.0267   2063.6     2.52   0.141   168.1    6.4   0.902    1559  1  0.040
site15 CFKADS2218   75  103.4550  103.4970  2025  103  11   444.23     1.03  0.0267   2071.3     3.34   0.141   169.3    5.9   0.902    1571  1  0.040
site15 CFKADS2218   75  103.4970  103.5380  2025  103  12   447.91     2.45  0.0267   2076.1     4.67   0.141   178.9    9.1   0.902    1563  1  0.040
site15 CFKADS2218   75  103.5380  103.5800  2025  103  13   446.80     1.69  0.0267   2076.8     3.27   0.141   171.3    9.4   0.902    1576  1  0.040
site15 CFKADS2218   75  103.5800  103.6220  2025  103  14   441.77     1.74  0.0267   2076.1     1.41   0.141   159.9    7.0   0.902    1593  1  0.040
site15 CFKADS2218   75  103.6220  103.6630  2025  103  15   438.71     0.38  0.0267   2067.6     3.90   0.141   148.7    5.7   0.902    1616  1  0.040
site15 CFKADS2218   75  103.6630  103.7050  2025  103  16   438.49     0.73  0.0267   2061.9     1.68   0.141   146.3    5.6   0.902    1625  1  0.040
site15 CFKADS2218   75  103.7050  103.7470  2025  103  17   437.56     0.83  0.0267   2058.5     5.73   0.141   144.9    5.9   0.902    1634  1  0.040
site15 CFKADS2218   75  103.7470  103.7880  2025  103  18   436.31     0.55  0.0267   2056.7     3.42   0.141   153.1    7.3   0.902    1657  1  0.050
site15 CFKADS2218   75  103.7880  103.8300  2025  103  19   435.93     0.50  0.0267   2059.2     1.73   0.141   166.2    7.6   0.902    1713  1  0.050
site15 CFKADS2218   75  103.8300  103.8720  2025  103  20   435.87     0.32  0.0267   2061.7     2.03   0.141   187.4   17.5   0.902    1397  1  0.050
site15 CFKADS2218   75  103.8720  103.9130  2025  103  21   435.13     0.47  0.0267   2058.5     2.54   0.141   180.0   17.1   0.902    1791  1  0.050
site15 CFKADS2218   75  103.9130  103.9550  2025  103  22   434.51     0.38  0.0267   2054.3     4.39   0.141   157.6    7.1   0.902    1822  1  0.060
site15 CFKADS2218   75  103.9550  103.9970  2025  103  23   435.10     0.72  0.0267   2053.1     2.53   0.141   161.0    7.6   0.902    1841  1  0.060
site15 CFKADS2218   75  103.9970  104.0380  2025  104   0   434.52     0.41  0.0268   2057.5     2.93   0.143   173.3    9.6   0.940    1849  1  0.060
site15 CFKADS2218   75  104.0380  104.0800  2025  104   1   434.51     0.49  0.0268   2053.3     1.96   0.143   163.7    7.9   0.940    1848  1  0.060
site15 CFKADS2218   75  104.0800  104.1220  2025  104   2   434.55     0.27  0.0268   2046.8     1.34   0.143   150.9    5.8   0.940    1840  1  0.060
site15 CFKADS2218   75  104.1220  104.1630  2025  104   3   434.85     0.25  0.0268   2046.9     1.34   0.143   147.7    5.4   0.940    1828  1  0.060
site15 CFKADS2218   75  104.1630  104.2050  2025  104   4   436.06     0.35  0.0268   2050.7     1.04   0.143   154.2    5.5   0.940    1809  1  0.060
site15 CFKADS2218   75  104.2050  104.2470  2025  104   5   437.29     0.48  0.0268   2055.7     1.73   0.143   156.1    5.1   0.940    1792  1  0.060
site15 CFKADS2218   75  104.2470  104.2880  2025  104   6   438.65     0.39  0.0268   2064.2     2.38   0.143   158.8    5.0   0.940    1775  1  0.050
site15 CFKADS2218   75  104.2880  104.3300  2025  104   7   439.71     0.38  0.0268   2075.0     5.12   0.143   159.6    4.8   0.940    1756  1  0.050
site15 CFKADS2218   75  104.3300  104.3720  2025  104   8   439.79     0.34  0.0268   2087.1     1.76   0.143   159.1    5.3   0.940    1734  1  0.050
site15 CFKADS2218   75  104.3720  104.4130  2025  104   9   440.59     0.22  0.0268   2090.8     1.23   0.143   158.2    5.5   0.940    1713  1  0.050
site15 CFKADS2218   75  104.4130  104.4550  2025  104  10   441.57     0.48  0.0268   2098.7     3.84   0.143   157.0    5.4   0.940    1692  1  0.050
site15 CFKADS2218   75  104.4550  104.4970  2025  104  11   443.16     0.47  0.0268   2116.9     5.64   0.143   156.7    5.0   0.940    1673  1  0.050
site15 CFKADS2218   75  104.4970  104.5380  2025  104  12   444.51     0.56  0.0268   2128.2     2.25   0.143   158.1    5.4   0.940    1645  1  0.050
site15 CFKADS2218   75  104.5380  104.5800  2025  104  13   445.63     0.35  0.0268   2117.2     3.99   0.143   161.8    5.8   0.940    1642  1  0.050
site15 CFKADS2218   75  104.5800  104.6220  2025  104  14   443.73     1.80  0.0268   2095.8    11.03   0.143   159.9    7.2   0.940    1645  1  0.050
site15 CFKADS2218   75  104.6220  104.6630  2025  104  15   436.44     1.25  0.0268   2050.6     7.94   0.143   137.4    6.8   0.940    1673  1  0.050
site15 CFKADS2218   75  104.6630  104.7050  2025  104  16   433.72     0.60  0.0268   2036.0     2.45   0.143   134.5    7.5   0.940    1717  1  0.050
site15 CFKADS2218   75  104.7050  104.7470  2025  104  17   432.95     0.39  0.0268   2030.1     1.00   0.143   129.8    5.4   0.940    1773  1  0.060
site15 CFKADS2218   75  104.7470  104.7880  2025  104  18   433.23     0.29  0.0268   2027.7     1.17   0.143   127.6    5.7   0.940    1813  1  0.060
site15 CFKADS2218   75  104.7880  104.8300  2025  104  19   432.86     0.44  0.0268   2024.6     2.55   0.143   127.4    6.3   0.940    1477  1  0.060
site15 CFKADS2218   75  104.8300  104.8720  2025  104  20   432.72     0.18  0.0268   2017.6     1.14   0.143   118.9    5.3   0.940    1861  1  0.060
site15 CFKADS2218   75  104.8720  104.9130  2025  104  21   433.34     0.54  0.0268   2020.8     3.09   0.143   118.8    5.5   0.940    1882  1  0.070
site15 CFKADS2218   75  104.9130  104.9550  2025  104  22   434.60     0.12  0.0268   2027.6     1.34   0.143   120.0    5.5   0.940    1889  1  0.070
site15 CFKADS2218   75  104.9550  104.9970  2025  104  23   434.66     0.17  0.0268   2024.8     0.89   0.143   118.0    5.1   0.940    1879  1  0.060
site15 CFKADS2218   75  104.9970  105.0380  2025  105   0   435.63     0.49  0.0271   2027.9     1.46   0.144   119.2    5.9   0.956    1861  1  0.060
site15 CFKADS2218   75  105.0380  105.0800  2025  105   1   437.31     0.56  0.0271   2029.6     1.70   0.144   120.3    5.4   0.956    1842  1  0.060
site15 CFKADS2218   75  105.0800  105.1220  2025  105   2   437.95     0.37  0.0271   2029.0     0.77   0.144   119.7    5.3   0.956    1823  1  0.060
site15 CFKADS2218   75  105.1220  105.1630  2025  105   3   438.20     0.22  0.0271   2032.6     0.82   0.144   120.2    5.2   0.956    1792  1  0.060
site15 CFKADS2218   75  105.1630  105.2050  2025  105   4   438.42     0.23  0.0271   2031.2     0.88   0.144   119.8    5.3   0.956    1756  1  0.050
site15 CFKADS2218   75  105.2050  105.2470  2025  105   5   437.84     0.48  0.0271   2029.7     2.34   0.144   118.5    5.2   0.956    1712  1  0.050
site15 CFKADS2218   75  105.2470  105.2880  2025  105   6   438.29     0.35  0.0271   2028.5     0.60   0.144   118.2    5.3   0.956    1664  1  0.050
site15 CFKADS2218   75  105.2880  105.3300  2025  105   7   437.49     0.30  0.0271   2026.5     0.76   0.144   116.6    5.5   0.956    1690  1  0.040
site15 CFKADS2218   75  105.3300  105.3720  2025  105   8   436.24     0.62  0.0271   2024.8     0.43   0.144   118.0    5.3   0.956    1637  1  0.040
site15 CFKADS2218   75  105.3720  105.4130  2025  105   9   436.09     0.34  0.0271   2026.0     0.63   0.144   118.5    5.2   0.956    1639  1  0.040
site15 CFKADS2218   75  105.4130  105.4550  2025  105  10   436.86     0.23  0.0271   2026.8     0.69   0.144   119.0    5.2   0.956    1615  1  0.040
site15 CFKADS2218   75  105.4550  105.4970  2025  105  11   436.96     0.15  0.0271   2027.5     1.99   0.144   119.0    5.2   0.956    1620  1  0.040
site15 CFKADS2218   75  105.4970  105.5380  2025  105  12   436.88     0.06  0.0271   2033.9     1.13   0.144   118.8    5.4   0.956    1625  1  0.040
site15 CFKADS2218   75  105.5380  105.5800  2025  105  13   436.74     0.17  0.0271   2030.5     1.48   0.144   117.9    5.3   0.956    1626  1  0.040
site15 CFKADS2218   75  105.5800  105.6220  2025  105  14   436.26     0.15  0.0271   2027.5     0.38   0.144   117.7    5.1   0.956    1626  1  0.040
